movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
Mona Lisa Smile,65000000,63803100,141205169,76205169,1.1723872153846153,Dec,2003
The Dictator,65000000,59650222,180148897,115148897,1.7715214923076923,May,2012
Eyes Wide Shut,65000000,55691208,104267443,39267443,0.6041145076923077,Jul,1999
This Means War,65000000,54760791,156974557,91974557,1.4149931846153847,Feb,2012
Focus,65000000,53862963,168065700,103065700,1.5856261538461538,Feb,2015
Blade: Trinity,65000000,52397389,131353165,66353165,1.020817923076923,Dec,2004
Red Dawn,65000000,44806783,48164150,-16835850,-0.2590130769230769,Nov,2012
We Are Marshall,65000000,43545364,43545364,-21454636,-0.33007132307692305,Dec,2006
Everest,65000000,43482270,221297061,156297061,2.404570169230769,Sep,2015
Resident Evil: Retribution,65000000,42345531,240647629,175647629,2.7022712153846156,Sep,2012
Primary Colors,65000000,39017984,39017984,-25982016,-0.3997233230769231,Mar,1998
Fight Club,65000000,37030102,100851705,35851705,0.5515646923076923,Oct,1999
Death Race,65000000,36316032,72516819,7516819,0.11564336923076923,Aug,2008
The Long Kiss Goodnight,65000000,33447612,33447612,-31552388,-0.48542135384615387,Oct,1996
Proof of Life,65000000,32598931,62761005,-2238995,-0.034446076923076926,Dec,2000
Zathura,65000000,28045540,58545540,-6454460,-0.09929938461538461,Nov,2005
The Missing,65000000,26900336,38253433,-26746567,-0.41148564615384614,Nov,2003
Elektra,65000000,24409722,56824633,-8175367,-0.12577487692307693,Jan,2005
Astro Boy,65000000,19551067,41636243,-23363757,-0.3594424153846154,Oct,2009
"I, Frankenstein",65000000,19075290,74575290,9575290,0.14731215384615384,Jan,2014
Hudson Hawk,65000000,17218916,17218916,-47781084,-0.7350936,May,1991
Sin City: A Dame to Kill For,65000000,13757804,40650842,-24349158,-0.3746024307692308,Aug,2014
Live by Night,65000000,10378555,21774432,-43225568,-0.6650087384615384,Dec,2016
Lucky Numbers,65000000,10014234,10014234,-54985766,-0.8459348615384615,Oct,2000
Oliver Twist,65000000,2070920,26670920,-38329080,-0.5896781538461539,Sep,2005
Tian jiang xiong shi,65000000,74070,122519874,57519874,0.8849211384615384,Sep,2015
Air Strike,65000000,0,516279,-64483721,-0.9920572461538462,Oct,2018
Little Man,64000000,58636047,101636047,37636047,0.588063234375,Jul,2006
Random Hearts,64000000,31054924,63200000,-800000,-0.0125,Oct,1999
Perfume: The Story of a Murderer,63700000,2223293,133603463,69903463,1.0973856043956043,Dec,2006
Jurassic Park,63000000,395708305,1038812584,975812584,15.489088634920634,Jun,1993
Austin Powers in Goldmember,63000000,213117789,296338663,233338663,3.7037883015873017,Jul,2002
Hop,63000000,108085305,188657593,125657593,1.9945649682539683,Apr,2011
American Assassin,63000000,36249674,68310140,5310140,0.0842879365079365,Sep,2017
Wyatt Earp,63000000,25052000,25052000,-37948000,-0.6023492063492063,Jun,1994
Clear and Present Danger,62000000,122012656,207500000,145500000,2.346774193548387,Aug,1994
U-571,62000000,77086030,127630030,65630030,1.058548870967742,Apr,2000
The American President,62000000,60022813,107822813,45822813,0.739077629032258,Nov,1995
The Hateful Eight,62000000,54117416,147864886,85864886,1.3849175161290324,Dec,2015
The Love Guru,62000000,32235793,40159017,-21840983,-0.3522739193548387,Jun,2008
3000 Miles to Graceland,62000000,15738632,18708848,-43291152,-0.6982443870967742,Feb,2001
Gone Girl,61000000,167767189,368567189,307567189,5.042085065573771,Oct,2014
Blades of Glory,61000000,118594548,145594548,84594548,1.386795868852459,Mar,2007
Maze Runner: The Scorch Trials,61000000,81697192,310566162,249566162,4.09124855737705,Sep,2015
2 Guns,61000000,75612460,132493015,71493015,1.1720166393442624,Aug,2013
Maze Runner: The Death Cure,61000000,58032443,265878536,204878536,3.358664524590164,Jan,2018
A Dogâs Way Home,61000000,41952715,81149689,20149689,0.33032277049180325,Jan,2019
Mei Ren Yu,60720000,3229457,554516671,493796671,8.13235624176548,Feb,2016
Meet the Fockers,60000000,279167575,516567575,456567575,7.609459583333333,Dec,2004
The Lego Movie,60000000,257784718,457729388,397729388,6.628823133333333,Feb,2014
300,60000000,210614939,454161935,394161935,6.569365583333333,Mar,2007
Wild Hogs,60000000,168213584,253555383,193555383,3.22592305,Mar,2007
Marley & Me,60000000,143153751,247812011,187812011,3.1302001833333333,Dec,2008
The Green Mile,60000000,136801374,290701374,230701374,3.8450229,Dec,1999
The Truman Show,60000000,125618201,264118201,204118201,3.4019700166666667,Jun,1998
Sully,60000000,125070033,238524556,178524556,2.9754092666666665,Sep,2016
The Bourne Identity,60000000,121468960,214357371,154357371,2.57262285,Jun,2002
Couples Retreat,60000000,109205660,172450423,112450423,1.8741737166666668,Oct,2009
Goldeneye,60000000,106429941,356429941,296429941,4.940499016666666,Nov,1995
The Italian Job,60000000,106126012,176262839,116262839,1.9377139833333332,May,2003
Daddy Day Care,60000000,104148781,164285587,104285587,1.7380931166666667,May,2003
The General's Daughter,60000000,102705852,149705852,89705852,1.4950975333333334,Jun,1999
The Prince of Egypt,60000000,101413188,218613188,158613188,2.6435531333333335,Dec,1998
Collateral,60000000,100170152,217670152,157670152,2.6278358666666666,Aug,2004
Cats & Dogs,60000000,93375151,200700000,140700000,2.345,Jul,2001
Two Weeks Notice,60000000,93354918,199043309,139043309,2.317388483333333,Dec,2002
Antz,60000000,90757863,152457863,92457863,1.5409643833333333,Oct,1998
The Scorpion King,60000000,90580000,165890634,105890634,1.7648439,Apr,2002
Red,60000000,90380162,196439693,136439693,2.273994883333333,Oct,2010
Starsky & Hutch,60000000,88200225,170200225,110200225,1.8366704166666667,Mar,2004
Days of Thunder,60000000,82670733,157670733,97670733,1.62784555,Jun,1990
Cheaper by the Dozen 2,60000000,82571173,135015330,75015330,1.2502555,Dec,2005
Eat Pray Love,60000000,80574010,206598789,146598789,2.44331315,Aug,2010
Jack Reacher,60000000,80070736,217370736,157370736,2.6228456,Dec,2012
Man on Fire,60000000,77906816,130968579,70968579,1.18280965,Apr,2004
The Family Man,60000000,75764085,124715863,64715863,1.0785977166666667,Dec,2000
Contagion,60000000,75658097,137551594,77551594,1.2925265666666668,Sep,2011
Any Given Sunday,60000000,75530832,100230832,40230832,0.6705138666666667,Dec,1999
The Horse Whisperer,60000000,75383563,186883563,126883563,2.11472605,May,1998
Coraline,60000000,75286229,126037057,66037057,1.1006176166666666,Feb,2009
Ladder 49,60000000,74541707,102332848,42332848,0.7055474666666667,Oct,2004
Deep Blue Sea,60000000,73648228,165048228,105048228,1.7508038,Jul,1999
Michael Jackson's This Is It,60000000,72091016,252091016,192091016,3.2015169333333335,Oct,2009
Kangaroo Jack,60000000,66723216,90723216,30723216,0.5120536,Jan,2003
The Happening,60000000,64506874,162778384,102778384,1.7129730666666667,Jun,2008
London Has Fallen,60000000,62524260,195194085,135194085,2.25323475,Mar,2016
Rules of Engagement,60000000,61322858,71719931,11719931,0.19533218333333333,Apr,2000
The Shaggy Dog,60000000,61123569,87123569,27123569,0.45205948333333335,Mar,2006
Jingle All the Way,60000000,60592389,129832389,69832389,1.16387315,Nov,1996
Hellboy,60000000,59623958,99823958,39823958,0.6637326333333333,Apr,2004
Jack Reacher: Never Go Back,60000000,58697076,159946489,99946489,1.6657748166666666,Oct,2016
Baywatch,60000000,58060186,175863783,115863783,1.93106305,May,2017
A Civil Action,60000000,56709981,56709981,-3290019,-0.05483365,Dec,1998
Joy,60000000,56451232,101134059,41134059,0.68556765,Dec,2015
ParaNorman,60000000,56003051,108119662,48119662,0.8019943666666667,Aug,2012
The Jackal,60000000,54956941,159356941,99356941,1.6559490166666666,Nov,1997
Paycheck,60000000,53789313,98819789,38819789,0.6469964833333334,Dec,2003
Up Close & Personal,60000000,51045801,100645801,40645801,0.6774300166666667,Mar,1996
The Tale of Despereaux,60000000,50877145,90482317,30482317,0.5080386166666667,Dec,2008
The Boxtrolls,60000000,50837305,111946251,51946251,0.86577085,Sep,2014
The Dark Tower,60000000,50701325,113461527,53461527,0.89102545,Aug,2017
The Tuxedo,60000000,50586000,104429625,44429625,0.74049375,Sep,2002
Jack Ryan: Shadow Recruit,60000000,50577412,131377412,71377412,1.1896235333333334,Jan,2014
Under Siege 2: Dark Territory,60000000,50024083,104324083,44324083,0.7387347166666667,Jul,1995
Miss Congeniality 2: Armed and Fabulous,60000000,48478006,101382396,41382396,0.6897066,Mar,2005
Vice,60000000,47836282,70883171,10883171,0.18138618333333334,Dec,2018
Alien: Resurrection,60000000,47795018,160700000,100700000,1.6783333333333332,Nov,1997
Shooter,60000000,47003582,95538560,35538560,0.5923093333333334,Mar,2007
Practical Magic,60000000,46850558,68336997,8336997,0.13894995,Oct,1998
Gangster Squad,60000000,46000903,104100903,44100903,0.73501505,Jan,2013
Smurfs: The Lost Village,60000000,45020282,197578586,137578586,2.292976433333333,Apr,2017
First Man,60000000,44936545,105203825,45203825,0.7533970833333333,Oct,2018
Year One,60000000,43337279,57604723,-2395277,-0.039921283333333335,Jun,2009
Edge of Darkness,60000000,43313890,82812456,22812456,0.3802076,Jan,2010
Star Trek: Nemesis,60000000,43254409,67312826,7312826,0.12188043333333333,Dec,2002
Reign of Fire,60000000,43061982,82150183,22150183,0.36916971666666665,Feb,2002
Planet 51,60000000,42194060,108996113,48996113,0.8166018833333333,Nov,2009
Duplicity,60000000,40572825,81079566,21079566,0.3513261,Mar,2009
Righteous Kill,60000000,40081410,78481410,18481410,0.3080235,Sep,2008
Invictus,60000000,37491364,124514011,64514011,1.0752335166666667,Dec,2009
State of Play,60000000,37017955,88832210,28832210,0.48053683333333336,Apr,2009
My Favorite Martian,60000000,36850101,36850101,-23149899,-0.38583165,Feb,1999
The Sentinel,60000000,36280697,78080697,18080697,0.30134495,Apr,2006
Trouble with the Curve,60000000,35763137,47818913,-12181087,-0.20301811666666666,Sep,2012
Intolerable Cruelty,60000000,35327628,121327628,61327628,1.0221271333333333,Oct,2003
The Relic,60000000,33956608,33956608,-26043392,-0.4340565333333333,Jan,1997
Mercury Rising,60000000,32983332,32983332,-27016668,-0.4502778,Apr,1998
Almost Famous,60000000,32522352,47371191,-12628809,-0.21048015,Sep,2000
Cold Pursuit,60000000,32138862,62599159,2599159,0.04331931666666667,Feb,2019
Analyze That,60000000,32122249,54994757,-5005243,-0.08342071666666667,Dec,2002
The Soloist,60000000,31853584,38522450,-21477550,-0.35795916666666666,Apr,2009
The Mortal Instruments: City of Bones,60000000,31165421,75965567,15965567,0.26609278333333336,Aug,2013
The Legend of Bagger Vance,60000000,30695227,39235486,-20764514,-0.34607523333333334,Nov,2000
Dragonfly,60000000,30063805,30063805,-29936195,-0.49893658333333335,Feb,2002
Priest,60000000,29136626,84154026,24154026,0.4025671,May,2011
Garfield: A Tail of Two Kitties,60000000,28426747,147985373,87985373,1.4664228833333333,Jun,2006
XXX: State of the Union,60000000,26873932,71073932,11073932,0.18456553333333334,Apr,2005
Event Horizon,60000000,26673242,26673242,-33326758,-0.5554459666666667,Aug,1997
Sinbad: Legend of the Seven Seas,60000000,26483452,80767884,20767884,0.3461314,Jul,2003
Dark Water,60000000,25473093,49473093,-10526907,-0.17544845,Jul,2005
The Avengers,60000000,23385416,48585416,-11414584,-0.19024306666666665,Aug,1998
The Black Dahlia,60000000,22672813,49238525,-10761475,-0.17935791666666667,Sep,2006
EDtv,60000000,22508689,35319689,-24680311,-0.41133851666666665,Mar,1999
The Spirit,60000000,19806188,39006188,-20993812,-0.34989686666666664,Dec,2008
The Last Castle,60000000,18208078,20541668,-39458332,-0.6576388666666667,Oct,2001
Inkheart,60000000,17303424,66655938,6655938,0.1109323,Jan,2009
Supernova,60000000,14218868,14816494,-45183506,-0.7530584333333333,Jan,2000
Flyboys,60000000,13090630,14816379,-45183621,-0.75306035,Sep,2006
Winterâs Tale,60000000,12600231,29575033,-30424967,-0.5070827833333333,Feb,2014
Holy Man,60000000,12069719,12069719,-47930281,-0.7988380166666667,Oct,1998
Meet Dave,60000000,11803254,50648806,-9351194,-0.15585323333333334,Jul,2008
The Great Raid,60000000,10166502,10597070,-49402930,-0.8233821666666666,Aug,2005
Rock Dog,60000000,9420546,24148488,-35851512,-0.5975252,Feb,2017
Mortdecai,60000000,7696134,30396134,-29603866,-0.4933977666666667,Jan,2015
In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220,-46766780,-0.7794463333333334,Jan,2008
Beyond Borders,60000000,4426297,11427090,-48572910,-0.8095485,Oct,2003
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,134058503,2.2343083833333335,Feb,2016
Sherlock Gnomes,59000000,43242871,87527651,28527651,0.48351950847457625,Mar,2018
The Kid Who Would Be King,59000000,16790790,28348446,-30651554,-0.5195178644067796,Jan,2019
Deadpool,58000000,363070709,801025593,743025593,12.810786086206896,Feb,2016
American Sniper,58000000,350126372,547326372,489326372,8.436661586206897,Dec,2014
Goosebumps,58000000,80069458,158905324,100905324,1.7397469655172413,Oct,2015
Rambo III,58000000,53715611,188715611,130715611,2.2537174310344827,May,1988
Sabrina,58000000,53458319,87100000,29100000,0.5017241379310344,Dec,1995
Red Tails,58000000,49876377,50365498,-7634502,-0.1316293448275862,Jan,2012
Just Like Heaven,58000000,48318130,100687083,42687083,0.7359841896551724,Sep,2005
The Internship,58000000,44672764,93672764,35672764,0.6150476551724138,Jun,2013
The Flintstones in Viva Rock Vegas,58000000,35231365,59431365,1431365,0.024678706896551723,Apr,2000
Leatherheads,58000000,31373938,41348628,-16651372,-0.2870926206896552,Apr,2008
Life,58000000,30234022,100929666,42929666,0.7401666551724138,Mar,2017
Did You Hear About the Morgans?,58000000,29580087,80480566,22480566,0.3875959655172414,Dec,2009
"Che, Part 1: The Argentine",58000000,1802521,31627370,-26372630,-0.45470051724137933,Dec,2008
Sex and the City,57500000,152647258,415247258,357747258,6.221691443478261,May,2008
Resident Evil: Afterlife,57500000,60128566,295874190,238374190,4.145638086956522,Sep,2010
That's My Boy,57500000,36931089,58085235,585235,0.010178,Jun,2012
Devil's Advocate,57000000,61007424,153007424,96007424,1.6843407719298245,Oct,1997
Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,92217355,1.6178483333333333,Feb,2012
Dragonheart,57000000,51364680,104364680,47364680,0.830959298245614,May,1996
After the Sunset,57000000,28328132,38329114,-18670886,-0.32755940350877194,Nov,2004
Captain Corelli's Mandolin,57000000,25528495,62097495,5097495,0.08942973684210526,Aug,2001
Into the Woods,56200000,128002372,213116401,156916401,2.7921067793594307,Dec,2014
Anger Management,56000000,135560942,195660942,139660942,2.493945392857143,Apr,2003
The Pacifier,56000000,113006880,198006880,142006880,2.535837142857143,Mar,2005
Walking Tall,56000000,46213824,47313824,-8686176,-0.1551102857142857,Apr,2004
Zhuo yao ji,56000000,32766,359495591,303495591,5.419564125,Jan,2016
Forrest Gump,55000000,330151138,679850637,624850637,11.360920672727273,Jul,1994
Alvin and the Chipmunks,55000000,217326974,362605033,307605033,5.592818781818182,Dec,2007
Bohemian Rhapsody,55000000,216303339,894985342,839985342,15.272460763636364,Nov,2018
Hitch,55000000,177784257,366784257,311784257,5.668804672727273,Feb,2005
Meet the Parents,55000000,166225040,330425040,275425040,5.007728,Oct,2000
The Pursuit of Happyness,55000000,162586036,307311093,252311093,4.587474418181818,Dec,2006
Pocahontas,55000000,141579773,347100000,292100000,5.310909090909091,Jun,1995
Superman,55000000,134218018,300200000,245200000,4.458181818181818,Dec,1978
The Nutty Professor,55000000,128814019,273814019,218814019,3.978436709090909,Jun,1996
Fifty Shades Darker,55000000,114434010,381398492,326398492,5.934518036363636,Feb,2017
Captain Phillips,55000000,107136417,220648184,165648184,3.0117851636363637,Oct,2013
George Of The Jungle,55000000,105263257,174463257,119463257,2.1720592181818184,Jul,1997
American Wedding,55000000,104354205,126425115,71425115,1.2986384545454546,Aug,2003
Murder on the Orient Express,55000000,102826543,345922730,290922730,5.289504181818182,Nov,2017
The Equalizer,55000000,101530738,192903624,137903624,2.507338618181818,Sep,2014
Fifty Shades Freed,55000000,100407760,371350619,316350619,5.751829436363637,Feb,2018
Casper,55000000,100328194,282300000,227300000,4.132727272727273,May,1995
Date Night,55000000,98711404,152269033,97269033,1.7685278727272726,Apr,2010
Maid in Manhattan,55000000,93932896,163838217,108838217,1.9788766727272726,Dec,2002
Crimson Tide,55000000,91387195,159387195,104387195,1.897949,May,1995
Flightplan,55000000,89706988,214392904,159392904,2.8980528,Sep,2005
Disclosure,55000000,83015089,212200000,157200000,2.8581818181818184,Dec,1994
City of Angels,55000000,78750909,198750909,143750909,2.613652890909091,Apr,1998
Paddington,55000000,76223578,258789097,203789097,3.705256309090909,Jan,2015
R.V.,55000000,71724497,87473024,32473024,0.5904186181818182,Apr,2006
Stargate,55000000,71565669,196565669,141565669,2.5739212545454544,Oct,1994
Kill Bill: Volume 1,55000000,70098138,176469428,121469428,2.2085350545454547,Oct,2003
Mr. Poppers's Penguins,55000000,68224452,189624452,134624452,2.4477173090909092,Jun,2011
Bowfinger,55000000,66458769,98699769,43699769,0.7945412545454545,Aug,1999
Kill Bill: Volume 2,55000000,66207920,153535982,98535982,1.791563309090909,Apr,2004
Tango & Cash,55000000,63408614,63408614,8408614,0.1528838909090909,Dec,1989
Death Becomes Her,55000000,58422650,149022650,94022650,1.7095027272727272,Jul,1992
Shanghai Noon,55000000,56932305,71189835,16189835,0.29436063636363635,May,2000
Executive Decision,55000000,56679192,122079192,67079192,1.2196216727272726,Mar,1996
Free Birds,55000000,55750480,110387072,55387072,1.0070376727272727,Nov,2013
Alien 3,55000000,54927174,158500000,103500000,1.8818181818181818,May,1992
The Forbidden Kingdom,55000000,52075270,129075270,74075270,1.3468230909090908,Apr,2008
The Phantom of the Opera,55000000,51225796,153770052,98770052,1.7958191272727273,Dec,2004
Muppets Most Wanted,55000000,51178893,79312301,24312301,0.44204183636363636,Mar,2014
Evita,55000000,50047179,151947179,96947179,1.7626759818181819,Dec,1996
Kubo and the Two Strings,55000000,48023088,77548122,22548122,0.40996585454545453,Aug,2016
Ronin,55000000,41610884,70692101,15692101,0.2853109272727273,Sep,1998
Burlesque,55000000,39440655,90552675,35552675,0.6464122727272728,Nov,2010
The Ghost and the Darkness,55000000,38564422,38564422,-16435578,-0.2988286909090909,Oct,1996
Changeling,55000000,35739802,113805580,58805580,1.0691923636363636,Oct,2008
The Watch,55000000,34353000,67130045,12130045,0.22054627272727273,Jul,2012
The Hunted,55000000,34234008,47213095,-7786905,-0.1415800909090909,Mar,2003
Instinct,55000000,34105207,34105207,-20894793,-0.3799053272727273,Jun,1999
Stuck On You,55000000,33832741,63537164,8537164,0.15522116363636362,Dec,2003
Semi-Pro,55000000,33479698,43980363,-11019637,-0.20035703636363636,Feb,2008
Annihilation,55000000,32732301,43070915,-11929085,-0.21689245454545455,Feb,2018
Crimson Peak,55000000,31090320,74966854,19966854,0.3630337090909091,Oct,2015
The Pirates! Band of Misfits,55000000,31051126,136143605,81143605,1.4753382727272728,Apr,2012
Aeon Flux,55000000,25857987,53913573,-1086427,-0.01975321818181818,Dec,2005
Chain Reaction,55000000,21226204,60209334,5209334,0.09471516363636363,Aug,1996
The Fan,55000000,18582965,18582965,-36417035,-0.6621279090909091,Aug,1996
Elizabeth: The Golden Age,55000000,16285240,74870866,19870866,0.3612884727272727,Oct,2007
Imagine That,55000000,16222392,22438144,-32561856,-0.5920337454545455,Jun,2009
Gods and Generals,55000000,12882934,12923936,-42076064,-0.7650193454545454,Feb,2003
Turbulence,55000000,11532774,11532774,-43467226,-0.7903132,Jan,1997
Bullet to the Head,55000000,9489829,22597969,-32402031,-0.5891278363636364,Feb,2013
All the King's Men,55000000,7221458,9521458,-45478542,-0.8268825818181819,Sep,2006
Thunderbirds,55000000,6768055,28231444,-26768556,-0.48670101818181816,Jul,2004
Un long dimanche de fianÃ§ailles,55000000,6167817,69759296,14759296,0.2683508363636364,Nov,2004
Lucky You,55000000,5755286,6521829,-48478171,-0.8814212909090909,May,2007
Lolita,55000000,1147784,1147784,-53852216,-0.9791312,Jul,1998
Eye See You,55000000,79161,1807990,-53192010,-0.9671274545454546,Sep,2002
Superman II,54000000,108185706,108185706,54185706,1.003439,Jun,1981
Blade 2,54000000,81676888,154338601,100338601,1.8581222407407407,Mar,2002
"You, Me and Dupree",54000000,75802010,130402010,76402010,1.414852037037037,Jul,2006
Seven Pounds,54000000,69951824,166617328,112617328,2.085506074074074,Dec,2008
The Godfather: Part III,54000000,66520529,66520529,12520529,0.23186164814814814,Dec,1990
Elizabethtown,54000000,26850426,50719373,-3280627,-0.06075235185185185,Oct,2005
Gigli,54000000,6087542,7126002,-46873998,-0.868037,Aug,2003
Shaft,53012938,70327868,107190108,54177170,1.0219612804708165,Jun,2000
The Dukes of Hazzard,53000000,80270227,109848461,56848461,1.0726124716981131,Aug,2005
Law Abiding Citizen,53000000,73357727,131159781,78159781,1.4747128490566037,Oct,2009
Black Mass,53000000,62575678,98837872,45837872,0.8648655094339622,Sep,2015
Anastasia,53000000,58403409,139801096,86801096,1.637756528301887,Nov,1997
Moulin Rouge,53000000,57386369,179200588,126200588,2.381143169811321,May,2001
Domestic Disturbance,53000000,45207112,54207112,1207112,0.022775698113207548,Nov,2001
Flags of Our Fathers,53000000,33602376,63657941,10657941,0.20109322641509433,Oct,2006
Grindhouse,53000000,25031037,50187789,-2812211,-0.053060584905660374,Apr,2007
Beloved,53000000,22852487,22852487,-30147513,-0.568821,Oct,1998
Zero Dark Thirty,52500000,95720716,134612435,82112435,1.564046380952381,Dec,2012
Catch Me if You Can,52000000,164606800,355612291,303612291,5.838697903846154,Dec,2002
Mamma Mia!,52000000,144130063,615748772,563748772,10.841322538461538,Jul,2008
The Break-Up,52000000,118703275,205727307,153727307,2.956294365384615,Jun,2006
Valentine's Day,52000000,110485654,217569328,165569328,3.1840255384615386,Feb,2010
Casino,52000000,42438300,110400000,58400000,1.123076923076923,Nov,1995
The Change-Up,52000000,37243418,75997067,23997067,0.4614820576923077,Aug,2011
The Thin Red Line,52000000,36400491,97709034,45709034,0.8790198846153846,Dec,1998
Man on the Moon,52000000,34580635,47407635,-4592365,-0.08831471153846154,Dec,1999
From Paris With Love,52000000,24077427,53139168,1139168,0.02190707692307692,Feb,2010
Bulletproof Monk,52000000,23010607,23010607,-28989393,-0.5574883269230769,Apr,2003
"Me, Myself & Irene",51000000,90570999,149270999,98270999,1.9268823333333334,Jun,2000
Barnyard: The Original Party Animals,51000000,72779000,118583844,67583844,1.3251734117647058,Aug,2006
Alpha,51000000,35851379,99624873,48624873,0.9534288823529412,Aug,2018
Deck the Halls,51000000,35093569,46815807,-4184193,-0.082043,Nov,2006
The Adjustment Bureau,50200000,62495645,126931325,76731325,1.5285124501992031,Mar,2011
The Twilight Saga: New Moon,50000000,296623634,687557727,637557727,12.75115454,Nov,2009
Shrek,50000000,267655011,491812794,441812794,8.83625588,May,2001
Ted,50000000,218665740,556016627,506016627,10.12033254,Jun,2012
22 Jump Street,50000000,191719337,331333876,281333876,5.62667752,Jun,2014
Robin Hood: Prince of Thieves,50000000,165493908,390500000,340500000,6.81,Jun,1991
Jerry Maguire,50000000,153952592,274000000,224000000,4.48,Dec,1996
Daddyâs Home,50000000,150357137,242757137,192757137,3.85514274,Dec,2015
As Good as it Gets,50000000,148478011,314111923,264111923,5.28223846,Dec,1997
Patch Adams,50000000,135014968,202173000,152173000,3.04346,Dec,1998
Central Intelligence,50000000,127440871,217194805,167194805,3.3438961,Jun,2016
Anchorman 2: The Legend Continues,50000000,127352707,172185754,122185754,2.44371508,Dec,2013
Super 8,50000000,127004179,257972745,207972745,4.1594549,Jun,2011
Mr. Deeds,50000000,126293452,171269535,121269535,2.4253907,Jun,2002
Erin Brockovich,50000000,125548685,257805243,207805243,4.15610486,Mar,2000
Creed II,50000000,115715889,213591522,163591522,3.27183044,Nov,2018
Peter Rabbit,50000000,115234093,347136477,297136477,5.94272954,Feb,2018
How to Lose a Guy in 10 Days,50000000,105807520,178890782,128890782,2.57781564,Feb,2003
Interview with the Vampire: The Vampire Chronicles,50000000,105264608,223564608,173564608,3.47129216,Nov,1994
The Mule,50000000,103804407,170857676,120857676,2.41715352,Dec,2018
Yes Man,50000000,97690976,225990976,175990976,3.51981952,Dec,2008
Non-Stop,50000000,91742160,222383055,172383055,3.4476611,Feb,2014
Stepmom,50000000,91137662,159745279,109745279,2.19490558,Dec,1998
Disney Planes,50000000,90282580,238059569,188059569,3.76119138,Aug,2013
Failure to Launch,50000000,88715192,128402901,78402901,1.56805802,Mar,2006
Inside Man,50000000,88634237,185798265,135798265,2.7159653,Mar,2006
The Emoji Movie,50000000,86089513,216562312,166562312,3.33124624,Jul,2017
"Crazy, Stupid, Love",50000000,84351197,147142328,97142328,1.94284656,Jul,2011
The Post,50000000,81903458,179748880,129748880,2.5949776,Dec,2017
Payback,50000000,81526121,161626121,111626121,2.23252242,Feb,1999
Congo,50000000,81022333,152022333,102022333,2.04044666,Jun,1995
Knowing,50000000,79957634,186450317,136450317,2.72900634,Mar,2009
The Ring Two,50000000,75941727,161941727,111941727,2.23883454,Mar,2005
We Bought a Zoo,50000000,75624550,118729073,68729073,1.37458146,Dec,2011
Moneyball,50000000,75605492,111300835,61300835,1.2260167,Sep,2011
Garfield: The Movie,50000000,75367693,208094550,158094550,3.161891,Jun,2004
Christmas with the Kranks,50000000,73701902,96469187,46469187,0.92938374,Nov,2004
V for Vendetta,50000000,70511035,130214162,80214162,1.60428324,Mar,2006
Outbreak,50000000,67823573,190023573,140023573,2.80047146,Mar,1995
Race to Witch Mountain,50000000,67172595,105103784,55103784,1.10207568,Mar,2009
The Forgotten,50000000,66711892,117211892,67211892,1.34423784,Sep,2004
Herbie: Fully Loaded,50000000,66010682,144110682,94110682,1.88221364,Jun,2005
Shanghai Knights,50000000,60470220,88316835,38316835,0.7663367,Feb,2003
Planes: Fire and Rescue,50000000,59157732,156399644,106399644,2.12799288,Jul,2014
Curious George,50000000,58640119,71052604,21052604,0.42105208,Feb,2006
American Reunion,50000000,56758835,236799211,186799211,3.73598422,Apr,2012
Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,164949716,3.29899432,Jan,2013
I am Number Four,50000000,55100437,146195159,96195159,1.92390318,Feb,2011
Donât Say a Word,50000000,54997476,104488383,54488383,1.08976766,Sep,2001
13 Hours: The Secret Soldiers of Benghazi,50000000,52853219,69411370,19411370,0.3882274,Jan,2016
Unfaithful,50000000,52752475,119114494,69114494,1.38228988,May,2002
American Made,50000000,51342000,135569212,85569212,1.71138424,Sep,2017
Syriana,50000000,50824620,92690959,42690959,0.85381918,Nov,2005
Resident Evil: Apocalypse,50000000,50740078,125168734,75168734,1.50337468,Sep,2004
The Book of Life,50000000,50151543,97651543,47651543,0.95303086,Oct,2014
Absolute Power,50000000,50068310,50068310,68310,0.0013662,Feb,1997
Firewall,50000000,48751189,82751189,32751189,0.65502378,Feb,2006
The Game,50000000,48265581,80369970,30369970,0.6073994,Sep,1997
G.I. Jane,50000000,48169156,48169156,-1830844,-0.03661688,Aug,1997
Into the Storm,50000000,47602194,150429371,100429371,2.00858742,Aug,2014
The Judge,50000000,47119388,76119388,26119388,0.52238776,Oct,2014
Silent Hill,50000000,46982632,94704227,44704227,0.89408454,Apr,2006
The Replacements,50000000,44737059,50054511,54511,0.00109022,Aug,2000
The Negotiator,50000000,44705766,49105766,-894234,-0.01788468,Jul,1998
War Dogs,50000000,43034523,86234503,36234503,0.72469006,Aug,2016
Beverly Hills Cop III,50000000,42586861,119180938,69180938,1.38361876,May,1994
Gremlins 2: The New Batch,50000000,41476097,41476097,-8523903,-0.17047806,Jun,1990
The Peacemaker,50000000,41263140,62967368,12967368,0.25934736,Sep,1997
Out of Time,50000000,41083108,55489826,5489826,0.10979652,Oct,2003
