movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
Ida,2600000,3827060,15298355,12698355,4.8839826923076926,May,2014
Maurice,2600000,3147950,3198308,598308,0.23011846153846155,Jan,1987
Riding Giants,2600000,2276368,3292333,692333,0.26628192307692305,Jul,2004
Los CronocrÃ­menes,2600000,39127,564474,-2035526,-0.7828946153846154,Dec,2008
Timber Falls,2600000,0,71248,-2528752,-0.972596923076923,Dec,2007
Singin' in the Rain,2540000,7200000,7200000,4660000,1.8346456692913387,Apr,1952
A Haunted House,2500000,40041683,59922558,57422558,22.9690232,Jan,2013
2016: Obamaâs America,2500000,33349941,33349941,30849941,12.3399764,Jul,2012
Kevin Hart: Let Me Explain,2500000,32244051,32327255,29827255,11.930902,Jul,2013
Garden State,2500000,26782316,36028802,33528802,13.4115208,Jul,2004
That Thing You Do!,2500000,25857416,34557416,32057416,12.8229664,Oct,1996
Halloween II,2500000,25533818,25533818,23033818,9.2135272,Oct,1981
Halloween 3: Season of the Witch,2500000,14400000,14400000,11900000,4.76,Oct,1982
Religulous,2500000,13011160,13881317,11381317,4.5525268,Oct,2008
Escape from the Planet of the Apes,2500000,12300000,12300000,9800000,3.92,Jan,1971
Hud,2500000,10000000,10000000,7500000,3.0,May,1963
The Spectacular Now,2500000,6852971,6916951,4416951,1.7667804,Aug,2013
My Own Private Idaho,2500000,6401336,6401336,3901336,1.5605344,Sep,1991
Before Sunrise,2500000,5274005,5690220,3190220,1.276088,Jan,1995
Hunt for the Wilderpeople,2500000,5205471,23845533,21345533,8.5382132,Jun,2016
Robot & Frank,2500000,3317468,4934356,2434356,0.9737424,Aug,2012
Sur Le Seuil,2500000,2013052,2013052,-486948,-0.1947792,Oct,2003
Jesus' Son,2500000,1282084,1687548,-812452,-0.3249808,Jun,2000
Saving Face,2500000,1187266,1269705,-1230295,-0.492118,May,2005
Brick Lane,2500000,1094998,3838486,1338486,0.5353944,Jun,2008
The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,-1950368,-0.7801472,Mar,2013
My Life Without Me,2500000,432360,12267275,9767275,3.90691,Sep,2003
Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000,349132,497195,-2002805,-0.801122,Mar,2006
Super,2500000,327716,593933,-1906067,-0.7624268,Apr,2011
Fuel,2500000,174255,174255,-2325745,-0.930298,Nov,2008
Valley of the Hearts Delight,2500000,118666,118666,-2381334,-0.9525336,Apr,2010
The Other End of the Line,2500000,115504,507446,-1992554,-0.7970216,Oct,2008
8: The Mormon Proposition,2500000,100280,100280,-2399720,-0.959888,Jun,2010
Sleep Dealer,2500000,80136,108907,-2391093,-0.9564372,Apr,2009
Eye of the Dolphin,2500000,72210,72260,-2427740,-0.971096,Aug,2007
Underdogs,2500000,35017,1392649,-1107351,-0.4429404,Aug,2013
Anatomie,2500000,9598,9598,-2490402,-0.9961608,Sep,2000
Go For It!,2450000,180237,182358,-2267642,-0.9255681632653061,May,2011
Get on the Bus,2400000,5691854,5691854,3291854,1.3716058333333334,Oct,1996
Thr3e,2400000,1008849,1420418,-979582,-0.4081591666666667,Jan,2007
Idiocracy,2400000,444093,500296,-1899704,-0.7915433333333334,Sep,2006
This is England,2380000,327919,8739576,6359576,2.672090756302521,Jul,2007
Bathing Beauty,2361000,3500000,3500000,1139000,0.48242270224481154,Jun,1944
Do You Believe?,2300000,12985600,14304931,12004931,5.2195352173913045,Mar,2015
Show Boat,2300000,11000000,11000000,8700000,3.782608695652174,Jul,1951
"Dancer, Texas Pop. 81",2300000,574838,574838,-1725162,-0.7500704347826087,May,1998
Frontera,2300000,59696,59696,-2240304,-0.9740452173913043,Sep,2014
Redemption Road,2300000,29384,29384,-2270616,-0.9872243478260869,Aug,2011
Pinocchio,2289247,84300000,84300000,82010753,35.82433568767372,Feb,1940
Fantasia,2280000,83320000,83320000,81040000,35.54385964912281,Nov,1940
Friday the 13th Part 3,2250000,36690067,36690067,34440067,15.306696444444444,Aug,1982
The French Connection,2200000,41158757,41158757,38958757,17.70852590909091,Oct,1971
Friday the 13th Part V: A New Beginning,2200000,21930418,21930418,19730418,8.968371818181819,Mar,1985
The Last Sin Eater,2200000,388390,388390,-1811610,-0.8234590909090909,Feb,2007
The Valley of Decision,2160000,9132000,9132000,6972000,3.227777777777778,May,1945
The Best Years of Our Lives,2100000,23600000,23600000,21500000,10.238095238095237,Nov,1946
Bully,2100000,881824,1381824,-718176,-0.3419885714285714,Jul,2001
Elling,2100000,313436,313436,-1786564,-0.8507447619047619,May,2002
Mi America,2100000,3330,3330,-2096670,-0.9984142857142857,Oct,2016
[Rec],2100000,0,23266821,21166821,10.079438571428572,Jul,2009
Courageous,2000000,34522221,35185884,33185884,16.592942,Sep,2011
From Russia With Love,2000000,24800000,78900000,76900000,38.45,Apr,1964
Mad Max 2: The Road Warrior,2000000,24600832,24600832,22600832,11.300416,May,1982
Notorious,2000000,24464742,24464742,22464742,11.232371,Aug,1946
In the Heat of the Night,2000000,24379978,24407647,22407647,11.2038235,Aug,1967
Sleeper,2000000,18344729,18344729,16344729,8.1723645,Dec,1973
Everything You Always Wanted to Know,2000000,18016290,18016290,16016290,8.008145,Aug,1972
It Follows,2000000,14674077,23250755,21250755,10.6253775,Mar,2015
Eighth Grade,2000000,13539710,14341016,12341016,6.170508,Jul,2018
To Kill A Mockingbird,2000000,13129846,13129846,11129846,5.564923,Dec,1962
Silent House,2000000,12739737,16610760,14610760,7.30538,Mar,2012
Boys Don't Cry,2000000,11540607,20741000,18741000,9.3705,Oct,1999
Das Leben der Anderen,2000000,11284657,81197047,79197047,39.5985235,Feb,2007
Hardcore Henry,2000000,9252038,17187434,15187434,7.593717,Apr,2016
Lolita,2000000,9250000,9250000,7250000,3.625,Jun,1962
Boom Town,2000000,9172000,9172000,7172000,3.586,Aug,1940
Gentleman's Agreement,2000000,7800000,7800000,5800000,2.9,Nov,1947
The Hustler,2000000,7600000,7600000,5600000,2.8,Sep,1961
Les Triplettes de Belleville,2000000,7301288,17403168,15403168,7.701584,Nov,2003
Smoke Signals,2000000,6719300,7756617,5756617,2.8783085,Jun,1998
Winter's Bone,2000000,6531503,16131551,14131551,7.0657755,Jun,2010
Meet the Mormons,2000000,6047363,6049171,4049171,2.0245855,Oct,2014
American Splendor,2000000,6003587,8685632,6685632,3.342816,Aug,2003
The Florida Project,2000000,5904366,11295324,9295324,4.647662,Oct,2017
All Saints,2000000,5802208,5941994,3941994,1.970997,Aug,2017
Before Sunset,2000000,5792822,11217346,9217346,4.608673,Jul,2004
Amores Perros,2000000,5383834,20883834,18883834,9.441917,Mar,2001
Thirteen,2000000,4601043,9505996,7505996,3.752998,Aug,2003
Touching the Void,2000000,4593598,15396525,13396525,6.6982625,Jan,2004
Inside Job,2000000,4311834,7799257,5799257,2.8996285,Oct,2010
Alexander's Ragtime Band,2000000,4000000,4000000,2000000,1.0,May,1938
Me and You and Everyone We Know,2000000,3885134,9615464,7615464,3.807732,Jun,2005
We Are Your Friends,2000000,3591417,10153415,8153415,4.0767075,Aug,2015
Harsh Times,2000000,3337931,6225304,4225304,2.112652,Nov,2006
Ghost Dog: The Way of the Samurai,2000000,3330230,10672492,8672492,4.336246,Mar,2000
Captive,2000000,2583301,2791973,791973,0.3959865,Sep,2015
Full Frontal,2000000,2512846,3438804,1438804,0.719402,Aug,2002
Hearts Beat Loud,2000000,2386254,2420962,420962,0.210481,Jun,2018
The Resurrection of Gavin Stone,2000000,2303792,2303792,303792,0.151896,Jan,2017
Waltz with Bashir,2000000,2283849,13912289,11912289,5.9561445,Dec,2008
Strangers with Candy,2000000,2072645,2077844,77844,0.038922,Jun,2006
Night on Earth,2000000,2015000,2022893,22893,0.0114465,Mar,1992
Nemesis,2000000,2001124,2001124,1124,0.000562,Jan,1993
Shortbus,2000000,1985292,1985292,-14708,-0.007354,Oct,2006
Son of Rambow: A Home Movie,2000000,1785505,11263263,9263263,4.6316315,May,2008
"The Book of Mormon Movie, Volume 1: The Journey",2000000,1660865,1660865,-339135,-0.1695675,Sep,2003
Hamlet,2000000,1577287,2419669,419669,0.2098345,May,2000
The Diary of a Teenage Girl,2000000,1477002,2279959,279959,0.1399795,Aug,2015
No End In Sight,2000000,1433319,1433319,-566681,-0.2833405,Jul,2007
Locke,2000000,1370646,2088390,88390,0.044195,Apr,2014
Get Real,2000000,1152411,1152411,-847589,-0.4237945,Apr,1999
In the Shadow of the Moon,2000000,1134358,2175587,175587,0.0877935,Sep,2007
Meek's Cutoff,2000000,977772,1869928,-130072,-0.065036,Apr,2011
The Babadook,2000000,950792,7482387,5482387,2.7411935,Nov,2014
Inside Deep Throat,2000000,691880,691880,-1308120,-0.65406,Feb,2005
Dinner Rush,2000000,638227,1075504,-924496,-0.462248,Sep,2001
The Virginity Hit,2000000,636706,636706,-1363294,-0.681647,Sep,2010
Clockwatchers,2000000,537948,539961,-1460039,-0.7300195,May,1998
Subway,2000000,390659,1663296,-336704,-0.168352,Nov,1985
House of D,2000000,388532,466106,-1533894,-0.766947,Apr,2005
Teeth,2000000,347578,2350641,350641,0.1753205,Jan,2008
Stonewall,2000000,304602,304602,-1695398,-0.847699,Jul,1996
Sherrybaby,2000000,199176,759504,-1240496,-0.620248,Sep,2006
The Last Five Years,2000000,147299,205298,-1794702,-0.897351,Feb,2015
Six-String Samurai,2000000,134624,134624,-1865376,-0.932688,Sep,1998
Hum to Mohabbt Karega,2000000,121807,121807,-1878193,-0.9390965,May,2000
It's All Gone Pete Tong,2000000,120620,2226603,226603,0.1133015,Apr,2005
Saint John of Las Vegas,2000000,102645,102645,-1897355,-0.9486775,Jan,2010
24 7: Twenty Four Seven,2000000,72544,72544,-1927456,-0.963728,Apr,1998
Pump,2000000,72277,72277,-1927723,-0.9638615,Sep,2014
Roadside Romeo,2000000,55202,2046090,46090,0.023045,Oct,2008
Eureka,2000000,49388,76654,-1923346,-0.961673,May,2001
Lost River,2000000,45431,2009644,9644,0.004822,Apr,2015
This Thing of Ours,2000000,37227,37227,-1962773,-0.9813865,Jul,2003
Knock Knock,2000000,36336,6328516,4328516,2.164258,Oct,2015
Growing up Smith,2000000,35312,35312,-1964688,-0.982344,Feb,2017
Super Capers,2000000,30955,30955,-1969045,-0.9845225,Mar,2009
Return of the Living Dead 3,2000000,21000,21000,-1979000,-0.9895,Jan,1993
The Missing Person,2000000,17896,17896,-1982104,-0.991052,Nov,2009
The First Time,2000000,17061,17061,-1982939,-0.9914695,Oct,2012
London,2000000,12667,12667,-1987333,-0.9936665,Feb,2006
Circle,2000000,10024,10024,-1989976,-0.994988,Aug,2010
Eden Lake,2000000,7321,4294373,2294373,1.1471865,Oct,2008
Jerusalema,2000000,7294,10679,-1989321,-0.9946605,Jun,2010
Say Uncle,2000000,5361,5361,-1994639,-0.9973195,Jun,2006
Plush,2000000,3080,28864,-1971136,-0.985568,Sep,2013
The Ghastly Love of Johnny X,2000000,2436,2436,-1997564,-0.998782,Oct,2012
Lesbian Vampire Killers,2000000,0,3620902,1620902,0.810451,Dec,2009
Grave Encounters,2000000,0,2151887,151887,0.0759435,Sep,2011
Bone Tomahawk,2000000,0,475846,-1524154,-0.762077,Oct,2015
Freeze Frame,2000000,0,105377,-1894623,-0.9473115,Dec,2004
Stitches,2000000,0,63555,-1936445,-0.9682225,Apr,2013
Buried,1987650,1044143,21270290,19282640,9.701225064774986,Sep,2010
River's Edge,1900000,4600000,4600000,2700000,1.4210526315789473,May,1987
Man on Wire,1900000,2962242,5617067,3717067,1.956351052631579,Jul,2008
Nowhere Boy,1900000,1445366,7785229,5885229,3.097488947368421,Oct,2010
Northfork,1900000,1420578,1445140,-454860,-0.2394,Jul,2003
Brotherly Love,1900000,478595,478595,-1421405,-0.7481078947368421,Apr,2015
Submarine,1900000,467602,4581937,2681937,1.4115457894736843,Jun,2011
The Square,1900000,406216,740932,-1159068,-0.6100357894736842,Apr,2010
ABCD (Any Body Can Dance),1900000,222098,10137234,8237234,4.335386315789473,Feb,2013
Chacun sa nuit,1900000,18435,139317,-1760683,-0.9266752631578947,Jun,2007
Stranded,1900000,0,285593,-1614407,-0.8496878947368421,Jul,2013
The Last Exorcism,1800000,41034350,70165900,68365900,37.98105555555556,Aug,2010
Carrie,1800000,25878153,25878153,24078153,13.376751666666667,Nov,1976
A Nightmare on Elm Street,1800000,25504513,25504513,23704513,13.169173888888889,Nov,1984
Beasts of the Southern Wild,1800000,12795746,23265132,21465132,11.925073333333334,Jun,2012
Dr. Strangelove,1800000,9164370,9230678,7430678,4.128154444444444,Jan,1964
Battle for the Planet of the Apes,1800000,8800000,8800000,7000000,3.888888888888889,Jan,1973
A Streetcar Named Desire,1800000,8000000,8000000,6200000,3.4444444444444446,Sep,1951
Hang 'em High,1800000,6800000,6800000,5000000,2.7777777777777777,Aug,1968
El crimen de padre Amaro,1800000,5719000,5719000,3919000,2.1772222222222224,Nov,2002
Songcatcher,1800000,3050934,3050934,1250934,0.6949633333333334,Jun,2001
Higher Ground,1800000,841056,842693,-957307,-0.5318372222222222,Aug,2011
POM Wonderful Presents: The Greatest Movie Ever Sold,1800000,638476,783733,-1016267,-0.5645927777777778,Apr,2011
Travellers and Magicians,1800000,506793,1322161,-477839,-0.2654661111111111,Jan,2005
Ed and his Dead Mother,1800000,673,673,-1799327,-0.9996261111111111,Jan,1993
Lola rennt,1750000,7267324,22879194,21129194,12.073825142857142,Jun,1999
May,1750000,145540,634803,-1115197,-0.6372554285714286,Feb,2003
I Spit on Your Grave,1750000,93051,1278471,-471529,-0.2694451428571429,Oct,2010
In the Bedroom,1700000,35930604,42137871,40437871,23.786982941176472,Nov,2001
La misma luna,1700000,12590147,23271741,21571741,12.689259411764706,Mar,2008
Conquest of the Planet of the Apes,1700000,9700000,9700000,8000000,4.705882352941177,Jun,1972
The Lunchbox,1700000,4231500,12231500,10531500,6.195,Feb,2014
Grace Unplugged,1700000,2507159,2507159,807159,0.47479941176470586,Oct,2013
"Happy, Texas",1700000,2039192,2891228,1191228,0.7007223529411765,Oct,1999
Saul fia,1700000,1777043,9696537,7996537,4.703845294117647,Dec,2015
My Summer of Love,1700000,1000915,4727375,3027375,1.7808088235294117,Jun,2005
Yes,1700000,396035,661221,-1038779,-0.6110464705882352,Jun,2005
Braid,1660000,0,80745,-1579255,-0.9513584337349398,Feb,2019
From Here to Eternity,1650000,30500000,30500000,28850000,17.484848484848484,Aug,1953
You Can't Take It With You,1644000,4000000,4000000,2356000,1.4330900243309002,Sep,1938
Foolish,1600000,6026908,6026908,4426908,2.7668175,Apr,1999
She Wore a Yellow Ribbon,1600000,5400000,5400000,3800000,2.375,Jul,1949
The Conversation,1600000,4420000,4420000,2820000,1.7625,Apr,1974
N-Secure,1600000,2595644,2595644,995644,0.6222775,Oct,2010
Sukkar banat,1600000,1060591,14253760,12653760,7.9086,Feb,2008
Bubble,1600000,145382,145382,-1454618,-0.90913625,Jan,2006
Dil Jo Bhi Kahey...,1600000,129319,129319,-1470681,-0.919175625,Sep,2005
Mississippi Mermaid,1600000,27795,2627795,1027795,0.642371875,Jan,1999
Two Night Stand,1600000,15600,868081,-731919,-0.457449375,Sep,2014
I Love Your Work,1600000,3264,3264,-1596736,-0.99796,Nov,2005
Insidious,1500000,54009150,99870886,98370886,65.58059066666667,Apr,2011
Moonlight,1500000,27854931,65245512,63745512,42.497008,Oct,2016
Cabin Fever,1500000,21158188,30351664,28851664,19.234442666666666,Sep,2003
Waitress,1500000,19097550,22217183,20717183,13.811455333333333,May,2007
Kickboxer,1500000,14533681,14533681,13033681,8.689120666666666,Sep,1989
Bloodsport,1500000,11806119,11806119,10306119,6.870746,Feb,1988
Mr. Smith Goes To Washington,1500000,9000000,9000000,7500000,5.0,Oct,1939
Unsane,1500000,7690044,14244931,12744931,8.496620666666667,Mar,2018
Kids,1500000,7412216,20412216,18912216,12.608144,Jul,1995
The Squid and the Whale,1500000,7372734,11191423,9691423,6.460948666666667,Oct,2005
Kissing Jessica Stein,1500000,7025722,9345061,7845061,5.230040666666667,Mar,2002
Spellbound,1500000,7000000,7000000,5500000,3.6666666666666665,Oct,1945
Dawn of the Dead,1500000,5100000,55000000,53500000,35.666666666666664,Apr,1979
Exotica,1500000,5046118,5046118,3546118,2.364078666666667,Sep,1994
The To Do List,1500000,3491669,4128828,2628828,1.752552,Jul,2013
The Gatekeepers,1500000,2408553,2592308,1092308,0.7282053333333334,Feb,2013
Buffalo '66,1500000,2380606,2380606,880606,0.5870706666666666,Jun,1998
Repo Man,1500000,2300000,2300000,800000,0.5333333333333333,Mar,1984
Iâm Not Ashamed,1500000,2082980,2082980,582980,0.38865333333333335,Oct,2016
Blood Simple,1500000,1690913,2730877,1230877,0.8205846666666666,Jan,1985
Nueve Reinas,1500000,1222889,12412889,10912889,7.2752593333333335,Apr,2002
The Lords of Salem,1500000,1165881,1541131,41131,0.027420666666666666,Apr,2013
31,1500000,779820,922727,-577273,-0.38484866666666667,Oct,2016
The Ballad of Jack and Rose,1500000,712294,1126258,-373742,-0.24916133333333335,Mar,2005
Unsullied,1500000,510957,510957,-989043,-0.659362,Apr,2016
Killing Zoe,1500000,418953,418953,-1081047,-0.720698,Aug,1994
The Believer,1500000,406035,1840248,340248,0.226832,May,2002
Snow Angels,1500000,402858,414404,-1085596,-0.7237306666666666,Mar,2008
Session 9,1500000,378176,1619602,119602,0.07973466666666666,Aug,2001
MOOZ-lum,1500000,362239,372239,-1127761,-0.7518406666666667,Feb,2011
I Want Someone To Eat Cheese With,1500000,194568,194568,-1305432,-0.870288,Sep,2007
Amigo,1500000,184705,184705,-1315295,-0.8768633333333333,Aug,2011
Hatchet,1500000,175281,240396,-1259604,-0.839736,Sep,2007
My Name is Bruce,1500000,173066,173066,-1326934,-0.8846226666666667,Oct,2008
The Disappearance of Alice Creed,1500000,166980,1605139,105139,0.07009266666666666,Aug,2010
Modern Times,1500000,163245,199747,-1300253,-0.8668353333333333,Feb,1936
The Salon,1500000,139084,139084,-1360916,-0.9072773333333334,May,2007
The Square,1500000,124244,176262,-1323738,-0.882492,Oct,2013
Stolen Summer,1500000,119841,119841,-1380159,-0.920106,Mar,2002
Road Hard,1500000,113169,113169,-1386831,-0.924554,Mar,2015
Forty Shades of Blue,1500000,75828,172569,-1327431,-0.884954,Sep,2005
Trucker,1500000,52429,52429,-1447571,-0.9650473333333334,Oct,2009
Pontypool,1500000,3865,31916,-1468084,-0.9787226666666666,May,2009
"Me, You and Five Bucks",1500000,2105,2105,-1497895,-0.9985966666666667,Sep,2015
Housebound,1500000,0,236863,-1263137,-0.8420913333333333,Oct,2014
Teefa in Trouble,1500000,0,98806,-1401194,-0.9341293333333334,Jul,2018
Wal-Mart: The High Cost of Low Price,1500000,0,58692,-1441308,-0.960872,Nov,2005
Closer to the Moon,1500000,0,5396,-1494604,-0.9964026666666667,Apr,2014
Snow White and the Seven Dwarfs,1488000,184925486,184925486,183437486,123.27788037634409,Dec,1937
Shalako,1455000,2620000,2620000,1165000,0.8006872852233677,Jan,1968
Werk ohne Autor,1400000,1303747,4331152,2931152,2.09368,Nov,2018
Mustang,1400000,845464,5552584,4152584,2.9661314285714284,Nov,2015
The Holy Girl,1400000,304124,1261792,-138208,-0.09872,Apr,2005
La chambre bleue,1400000,260441,1945420,545420,0.3895857142857143,Oct,2014
Incident at Loch Ness,1400000,36830,56073,-1343927,-0.9599478571428571,Sep,2004
Eddie: The Sleepwalking Cannibal,1400000,1632,1632,-1398368,-0.9988342857142857,Apr,2013
"Lock, Stock and Two Smoking Barrels",1350000,3897569,28356188,27006188,20.004583703703705,Mar,1999
The Ballad of Gregorio Cortez,1305000,909000,909000,-396000,-0.30344827586206896,Aug,1983
San Francisco,1300000,2868000,5273000,3973000,3.056153846153846,Jun,1936
Festen,1300000,1647780,1647780,347780,0.2675230769230769,Oct,1998
Trees Lounge,1300000,749741,749741,-550259,-0.42327615384615386,Oct,1996
The Girlfriend Experience,1300000,695840,1005840,-294160,-0.22627692307692307,May,2009
Journey from the Fall,1300000,635305,635305,-664695,-0.5113038461538462,Mar,2007
The Basket,1300000,609042,609042,-690958,-0.5315061538461539,May,2000
